-19.6273	0.000285599
-16.0071	0.001428
-13.3806	0.001428
-13.2482	0.001428
-13.0439	0.001428
-12.7701	0.001428
-11.958	0.00656878
-11.755	0.00656878
-11.495	0.00656878
-11.313	0.00656878
-10.8247	0.00656878
-10.771	0.00656878
-10.7316	0.00656878
-10.436	0.00656878
-10.2043	0.00656878
-10.2003	0.00656878
-10.0663	0.00656878
-9.77603	0.00656878
-9.76798	0.00656878
-9.74244	0.00656878
-9.72822	0.00656878
-9.70941	0.00656878
-9.6662	0.00656878
-9.63364	0.00656878
-9.53689	0.00656878
-9.44323	0.00656878
-9.37807	0.00656878
-9.27564	0.00656878
-9.20531	0.00656878
-9.08931	0.0359855
-9.0643	0.0359855
-9.05809	0.0359855
-9.03736	0.0359855
-9.00913	0.0359855
-8.75261	0.0359855
-8.73768	0.0359855
-8.68091	0.0359855
-8.66465	0.0359855
-8.57464	0.0359855
-8.50553	0.0359855
-8.35179	0.0359855
-8.26356	0.0359855
-8.22792	0.0359855
-8.21015	0.0359855
-8.19472	0.0359855
-8.11759	0.0359855
-8.09415	0.0359855
-8.07821	0.0359855
-7.947	0.0359855
-7.90069	0.0359855
-7.88778	0.0359855
-7.87808	0.0359855
-7.83057	0.0359855
-7.79761	0.0359855
-7.7217	0.0359855
-7.67659	0.0359855
-7.65469	0.0359855
-7.65358	0.0359855
-7.65274	0.0359855
-7.6007	0.0359855
-7.58419	0.0359855
-7.57854	0.0359855
-7.56248	0.0359855
-7.51583	0.0359855
-7.45857	0.0359855
-7.44721	0.0359855
-7.38087	0.0359855
-7.37018	0.0359855
-7.36631	0.0359855
-7.32232	0.0359855
-7.23941	0.0359855
-7.23511	0.0359855
-7.2236	0.0359855
-7.11283	0.0359855
-7.08366	0.0359855
-7.06341	0.0359855
-7.05884	0.0359855
-7.01598	0.0359855
-6.98878	0.0359855
-6.97979	0.0359855
-6.95445	0.0359855
-6.90001	0.0359855
-6.89992	0.0359855
-6.85393	0.0359855
-6.79876	0.0359855
-6.77111	0.0359855
-6.741	0.0359855
-6.67628	0.0359855
-6.65466	0.0359855
-6.63192	0.0359855
-6.6249	0.0359855
-6.57465	0.0359855
-6.51882	0.0359855
-6.51739	0.0359855
-6.50086	0.0359855
-6.48446	0.0359855
-6.4665	0.0359855
-6.46496	0.0359855
-6.45666	0.0359855
-6.41777	0.0359855
-6.41477	0.0359855
-6.41462	0.0359855
-6.41267	0.0359855
-6.41147	0.0359855
-6.34582	0.0359855
-6.3422	0.0359855
-6.34061	0.0359855
-6.33844	0.0359855
-6.32733	0.0359855
-6.30588	0.0359855
-6.30048	0.0359855
-6.26742	0.0359855
-6.24743	0.0359855
-6.24536	0.0359855
-6.24342	0.0359855
-6.21767	0.0359855
-6.21577	0.0359855
-6.20019	0.0359855
-6.18353	0.0359855
-6.16953	0.0359855
-6.16873	0.0359855
-6.16448	0.0359855
-6.16064	0.0359855
-6.15286	0.0359855
-6.11772	0.0359855
-6.11319	0.0359855
-6.10649	0.0359855
-6.09903	0.0359855
-6.08625	0.0359855
-6.08179	0.0359855
-6.07443	0.0359855
-6.05564	0.0359855
-6.04388	0.0359855
-6.03504	0.0359855
-6.02413	0.0359855
-6.00617	0.0359855
-5.96086	0.0359855
-5.94612	0.0359855
-5.93051	0.0359855
-5.93013	0.0359855
-5.9177	0.0359855
-5.88137	0.0359855
-5.85477	0.0359855
-5.8507	0.0359855
-5.82781	0.0359855
-5.79224	0.0359855
-5.76785	0.0359855
-5.72629	0.0359855
-5.72139	0.0359855
-5.71083	0.0359855
-5.70674	0.0359855
-5.70051	0.0359855
-5.69141	0.0359855
-5.66185	0.0359855
-5.6242	0.0359855
-5.61135	0.0496943
-5.58763	0.0496943
-5.55283	0.0496943
-5.54073	0.0496943
-5.52423	0.0496943
-5.51133	0.0496943
-5.50321	0.0496943
-5.48071	0.0496943
-5.43683	0.0496943
-5.43541	0.0496943
-5.42519	0.0496943
-5.40491	0.0496943
-5.40458	0.0496943
-5.37326	0.0496943
-5.36975	0.0496943
-5.3612	0.0496943
-5.34873	0.0496943
-5.34771	0.0496943
-5.33669	0.0496943
-5.33414	0.0496943
-5.31961	0.0496943
-5.30998	0.0496943
-5.30946	0.0496943
-5.30877	0.0496943
-5.27592	0.0496943
-5.25245	0.0496943
-5.24392	0.0496943
-5.2134	0.0496943
-5.18479	0.0496943
-5.12727	0.0496943
-5.11458	0.0496943
-5.09471	0.0496943
-5.08875	0.0496943
-5.06727	0.0496943
-5.05732	0.0496943
-5.04456	0.0496943
-5.01568	0.0496943
-4.99454	0.0496943
-4.79528	0.0496943
-4.76381	0.0496943
-4.76308	0.0496943
-4.7499	0.0496943
-4.72396	0.0496943
-4.70748	0.0496943
-4.69908	0.0496943
-4.65915	0.0496943
-4.64718	0.0496943
-4.62375	0.0496943
-4.61547	0.0496943
-4.54552	0.0496943
-4.54421	0.0496943
-4.50884	0.0496943
-4.41647	0.0496943
-4.40221	0.0496943
-4.38948	0.0496943
-4.38183	0.0496943
-4.36709	0.0496943
-4.32002	0.0496943
-4.30355	0.0496943
-4.29927	0.0496943
-4.27392	0.0496943
-4.26623	0.0496943
-4.25916	0.0496943
-4.2206	0.0496943
-4.19729	0.0496943
-4.10405	0.0496943
-4.04295	0.0496943
-4.01581	0.0496943
-3.99562	0.0496943
-3.97826	0.0496943
-3.95532	0.0496943
-3.90088	0.0496943
-3.88963	0.0496943
-3.71821	0.0496943
-3.71245	0.0496943
-3.69938	0.0496943
-3.69433	0.0496943
-3.68672	0.0496943
-3.67298	0.0496943
-3.66197	0.0496943
-3.57446	0.0496943
-3.55906	0.0496943
-3.49789	0.0496943
-3.44716	0.0496943
-3.42079	0.0496943
-3.41852	0.0496943
-3.38139	0.0496943
-3.37703	0.0496943
-3.31217	0.0496943
-3.2652	0.0496943
-3.22516	0.0496943
-3.20643	0.0496943
-3.20602	0.0496943
-3.16078	0.0496943
-3.15842	0.0496943
-3.14781	0.0496943
-3.13216	0.0496943
-3.12142	0.0496943
-3.09004	0.0496943
-3.05371	0.0496943
-3.04707	0.0496943
-3.02358	0.0496943
-3.02141	0.0496943
-2.98504	0.0496943
-2.98047	0.0496943
-2.97366	0.0496943
-2.96658	0.0496943
-2.95541	0.0496943
